,District_Code,Sex,District,Neighborhood,Neighborhood_Code,Population,Five-Year_Age,Nationality
69,10,Women,Sant Martí,el Besòs i el Maresme,70,339,0-4 years,Spain
70,10,Women,Sant Martí,Provençals del Poblenou,71,366,0-4 years,Spain
71,10,Women,Sant Martí,Sant Martí de Provençals,72,367,0-4 years,Spain
72,10,Women,Sant Martí,la Verneda i la Pau,73,417,0-4 years,Spain
73,1,Women,Ciutat Vella,el Raval,1,553,5-9 years,Spain
74,1,Women,Ciutat Vella,el Barri Gòtic,2,133,5-9 years,Spain
75,1,Women,Ciutat Vella,la Barceloneta,3,118,5-9 years,Spain
76,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,196,5-9 years,Spain
77,2,Women,Eixample,el Fort Pienc,5,453,5-9 years,Spain
78,2,Women,Eixample,la Sagrada Família,6,662,5-9 years,Spain
79,2,Women,Eixample,la Dreta de l'Eixample,7,605,5-9 years,Spain
80,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,591,5-9 years,Spain
81,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,803,5-9 years,Spain
82,2,Women,Eixample,Sant Antoni,10,474,5-9 years,Spain
83,3,Women,Sants-Montjuïc,el Poble Sec,11,446,5-9 years,Spain
84,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,19,5-9 years,Spain
85,3,Women,Sants-Montjuïc,la Marina de Port,13,495,5-9 years,Spain
86,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,120,5-9 years,Spain
87,3,Women,Sants-Montjuïc,Hostafrancs,15,220,5-9 years,Spain
88,3,Women,Sants-Montjuïc,la Bordeta,16,298,5-9 years,Spain
89,3,Women,Sants-Montjuïc,Sants - Badal,17,363,5-9 years,Spain
90,3,Women,Sants-Montjuïc,Sants,18,607,5-9 years,Spain
91,4,Women,Les Corts,les Corts,19,825,5-9 years,Spain
92,4,Women,Les Corts,la Maternitat i Sant Ramon,20,430,5-9 years,Spain
93,4,Women,Les Corts,Pedralbes,21,238,5-9 years,Spain
94,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,119,5-9 years,Spain
95,5,Women,Sarrià-Sant Gervasi,Sarrià,23,656,5-9 years,Spain
96,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,426,5-9 years,Spain
97,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,613,5-9 years,Spain
98,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,971,5-9 years,Spain
99,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,598,5-9 years,Spain
100,6,Women,Gràcia,Vallcarca i els Penitents,28,307,5-9 years,Spain
101,6,Women,Gràcia,el Coll,29,138,5-9 years,Spain
102,6,Women,Gràcia,la Salut,30,232,5-9 years,Spain
103,6,Women,Gràcia,la Vila de Gràcia,31,741,5-9 years,Spain
104,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,532,5-9 years,Spain
105,7,Women,Horta-Guinardó,el Baix Guinardó,33,364,5-9 years,Spain
106,7,Women,Horta-Guinardó,Can Baró,34,172,5-9 years,Spain
107,7,Women,Horta-Guinardó,el Guinardó,35,677,5-9 years,Spain
108,7,Women,Horta-Guinardó,la Font d'en Fargues,36,180,5-9 years,Spain
109,7,Women,Horta-Guinardó,el Carmel,37,523,5-9 years,Spain
110,7,Women,Horta-Guinardó,la Teixonera,38,190,5-9 years,Spain
111,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,111,5-9 years,Spain
112,7,Women,Horta-Guinardó,Montbau,40,69,5-9 years,Spain
113,7,Women,Horta-Guinardó,la Vall d'Hebron,41,102,5-9 years,Spain
114,7,Women,Horta-Guinardó,la Clota,42,13,5-9 years,Spain
115,7,Women,Horta-Guinardó,Horta,43,479,5-9 years,Spain
116,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,384,5-9 years,Spain
117,8,Women,Nou Barris,Porta,45,456,5-9 years,Spain
118,8,Women,Nou Barris,el Turó de la Peira,46,268,5-9 years,Spain
119,8,Women,Nou Barris,Can Peguera,47,46,5-9 years,Spain
120,8,Women,Nou Barris,la Guineueta,48,274,5-9 years,Spain
121,8,Women,Nou Barris,Canyelles,49,113,5-9 years,Spain
122,8,Women,Nou Barris,les Roquetes,50,321,5-9 years,Spain
123,8,Women,Nou Barris,Verdun,51,201,5-9 years,Spain
124,8,Women,Nou Barris,la Prosperitat,52,426,5-9 years,Spain
125,8,Women,Nou Barris,la Trinitat Nova,53,136,5-9 years,Spain
126,8,Women,Nou Barris,Torre Baró,54,70,5-9 years,Spain
127,8,Women,Nou Barris,Ciutat Meridiana,55,184,5-9 years,Spain
128,8,Women,Nou Barris,Vallbona,56,36,5-9 years,Spain
129,9,Women,Sant Andreu,la Trinitat Vella,57,220,5-9 years,Spain
130,9,Women,Sant Andreu,Baró de Viver,58,64,5-9 years,Spain
131,9,Women,Sant Andreu,el Bon Pastor,59,323,5-9 years,Spain
132,9,Women,Sant Andreu,Sant Andreu,60,1187,5-9 years,Spain
133,9,Women,Sant Andreu,la Sagrera,61,517,5-9 years,Spain
134,9,Women,Sant Andreu,el Congrés i els Indians,62,288,5-9 years,Spain
135,9,Women,Sant Andreu,Navas,63,347,5-9 years,Spain
136,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,553,5-9 years,Spain
137,10,Women,Sant Martí,el Clot,65,435,5-9 years,Spain
138,4,Women,Les Corts,les Corts,19,812,10-14 years,Spain
139,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,286,5-9 years,Spain
140,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,167,5-9 years,Spain
141,10,Women,Sant Martí,el Poblenou,68,749,5-9 years,Spain
142,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,337,5-9 years,Spain
143,10,Women,Sant Martí,el Besòs i el Maresme,70,368,5-9 years,Spain
144,10,Women,Sant Martí,Provençals del Poblenou,71,456,5-9 years,Spain
145,10,Women,Sant Martí,Sant Martí de Provençals,72,423,5-9 years,Spain
146,10,Women,Sant Martí,la Verneda i la Pau,73,437,5-9 years,Spain
147,1,Women,Ciutat Vella,el Raval,1,596,10-14 years,Spain
148,1,Women,Ciutat Vella,el Barri Gòtic,2,156,10-14 years,Spain
149,1,Women,Ciutat Vella,la Barceloneta,3,141,10-14 years,Spain
150,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,207,10-14 years,Spain
151,2,Women,Eixample,el Fort Pienc,5,435,10-14 years,Spain
152,2,Women,Eixample,la Sagrada Família,6,718,10-14 years,Spain
153,2,Women,Eixample,la Dreta de l'Eixample,7,729,10-14 years,Spain
154,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,628,10-14 years,Spain
155,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,770,10-14 years,Spain
156,2,Women,Eixample,Sant Antoni,10,518,10-14 years,Spain
157,3,Women,Sants-Montjuïc,el Poble Sec,11,559,10-14 years,Spain
158,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,16,10-14 years,Spain
159,3,Women,Sants-Montjuïc,la Marina de Port,13,624,10-14 years,Spain
160,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,153,10-14 years,Spain
161,3,Women,Sants-Montjuïc,Hostafrancs,15,204,10-14 years,Spain
162,3,Women,Sants-Montjuïc,la Bordeta,16,333,10-14 years,Spain
163,3,Women,Sants-Montjuïc,Sants - Badal,17,353,10-14 years,Spain
164,3,Women,Sants-Montjuïc,Sants,18,630,10-14 years,Spain
165,4,Women,Les Corts,la Maternitat i Sant Ramon,20,394,10-14 years,Spain
166,4,Women,Les Corts,Pedralbes,21,274,10-14 years,Spain
167,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,110,10-14 years,Spain
168,5,Women,Sarrià-Sant Gervasi,Sarrià,23,646,10-14 years,Spain
169,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,450,10-14 years,Spain
170,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,707,10-14 years,Spain
171,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,1087,10-14 years,Spain
172,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,633,10-14 years,Spain
173,6,Women,Gràcia,Vallcarca i els Penitents,28,356,10-14 years,Spain
174,6,Women,Gràcia,el Coll,29,130,10-14 years,Spain
175,6,Women,Gràcia,la Salut,30,261,10-14 years,Spain
176,6,Women,Gràcia,la Vila de Gràcia,31,694,10-14 years,Spain
177,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,570,10-14 years,Spain
178,7,Women,Horta-Guinardó,el Baix Guinardó,33,416,10-14 years,Spain
179,7,Women,Horta-Guinardó,Can Baró,34,161,10-14 years,Spain
180,7,Women,Horta-Guinardó,el Guinardó,35,617,10-14 years,Spain
181,7,Women,Horta-Guinardó,la Font d'en Fargues,36,239,10-14 years,Spain
182,7,Women,Horta-Guinardó,el Carmel,37,647,10-14 years,Spain
183,7,Women,Horta-Guinardó,la Teixonera,38,210,10-14 years,Spain
184,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,127,10-14 years,Spain
185,7,Women,Horta-Guinardó,Montbau,40,97,10-14 years,Spain
186,7,Women,Horta-Guinardó,la Vall d'Hebron,41,97,10-14 years,Spain
187,7,Women,Horta-Guinardó,la Clota,42,12,10-14 years,Spain
188,7,Women,Horta-Guinardó,Horta,43,525,10-14 years,Spain
189,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,477,10-14 years,Spain
190,8,Women,Nou Barris,Porta,45,443,10-14 years,Spain
191,8,Women,Nou Barris,el Turó de la Peira,46,313,10-14 years,Spain
192,8,Women,Nou Barris,Can Peguera,47,52,10-14 years,Spain
193,8,Women,Nou Barris,la Guineueta,48,326,10-14 years,Spain
194,8,Women,Nou Barris,Canyelles,49,133,10-14 years,Spain
195,8,Women,Nou Barris,les Roquetes,50,314,10-14 years,Spain
196,8,Women,Nou Barris,Verdun,51,212,10-14 years,Spain
197,8,Women,Nou Barris,la Prosperitat,52,489,10-14 years,Spain
198,8,Women,Nou Barris,la Trinitat Nova,53,159,10-14 years,Spain
199,8,Women,Nou Barris,Torre Baró,54,93,10-14 years,Spain
200,8,Women,Nou Barris,Ciutat Meridiana,55,239,10-14 years,Spain
201,8,Women,Nou Barris,Vallbona,56,40,10-14 years,Spain
202,9,Women,Sant Andreu,la Trinitat Vella,57,218,10-14 years,Spain
203,9,Women,Sant Andreu,Baró de Viver,58,64,10-14 years,Spain
204,9,Women,Sant Andreu,el Bon Pastor,59,369,10-14 years,Spain
205,9,Women,Sant Andreu,Sant Andreu,60,1233,10-14 years,Spain
206,9,Women,Sant Andreu,la Sagrera,61,482,10-14 years,Spain
207,9,Women,Sant Andreu,el Congrés i els Indians,62,247,10-14 years,Spain
208,9,Women,Sant Andreu,Navas,63,353,10-14 years,Spain
209,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,608,10-14 years,Spain
210,10,Women,Sant Martí,el Clot,65,551,10-14 years,Spain
211,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,215,10-14 years,Spain
212,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,199,10-14 years,Spain
213,10,Women,Sant Martí,el Poblenou,68,790,10-14 years,Spain
214,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,360,10-14 years,Spain
215,10,Women,Sant Martí,el Besòs i el Maresme,70,411,10-14 years,Spain
216,10,Women,Sant Martí,Provençals del Poblenou,71,447,10-14 years,Spain
217,10,Women,Sant Martí,Sant Martí de Provençals,72,491,10-14 years,Spain
218,10,Women,Sant Martí,la Verneda i la Pau,73,503,10-14 years,Spain
219,1,Women,Ciutat Vella,el Raval,1,522,15-19 years,Spain
220,1,Women,Ciutat Vella,el Barri Gòtic,2,147,15-19 years,Spain
221,1,Women,Ciutat Vella,la Barceloneta,3,156,15-19 years,Spain
222,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,264,15-19 years,Spain
223,2,Women,Eixample,el Fort Pienc,5,498,15-19 years,Spain
224,2,Women,Eixample,la Sagrada Família,6,718,15-19 years,Spain
225,2,Women,Eixample,la Dreta de l'Eixample,7,697,15-19 years,Spain
226,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,654,15-19 years,Spain
227,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,891,15-19 years,Spain
228,2,Women,Eixample,Sant Antoni,10,557,15-19 years,Spain
229,3,Women,Sants-Montjuïc,el Poble Sec,11,526,15-19 years,Spain
230,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,18,15-19 years,Spain
231,3,Women,Sants-Montjuïc,la Marina de Port,13,672,15-19 years,Spain
232,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,150,15-19 years,Spain
233,3,Women,Sants-Montjuïc,Hostafrancs,15,223,15-19 years,Spain
234,3,Women,Sants-Montjuïc,la Bordeta,16,327,15-19 years,Spain
235,3,Women,Sants-Montjuïc,Sants - Badal,17,367,15-19 years,Spain
236,3,Women,Sants-Montjuïc,Sants,18,659,15-19 years,Spain
237,4,Women,Les Corts,les Corts,19,775,15-19 years,Spain
238,4,Women,Les Corts,la Maternitat i Sant Ramon,20,415,15-19 years,Spain
239,4,Women,Les Corts,Pedralbes,21,301,15-19 years,Spain
240,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,128,15-19 years,Spain
241,5,Women,Sarrià-Sant Gervasi,Sarrià,23,629,15-19 years,Spain
242,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,468,15-19 years,Spain
243,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,699,15-19 years,Spain
244,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,1245,15-19 years,Spain
245,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,710,15-19 years,Spain
246,6,Women,Gràcia,Vallcarca i els Penitents,28,298,15-19 years,Spain
247,6,Women,Gràcia,el Coll,29,143,15-19 years,Spain
248,6,Women,Gràcia,la Salut,30,220,15-19 years,Spain
249,6,Women,Gràcia,la Vila de Gràcia,31,767,15-19 years,Spain
250,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,588,15-19 years,Spain
251,7,Women,Horta-Guinardó,el Baix Guinardó,33,387,15-19 years,Spain
252,7,Women,Horta-Guinardó,Can Baró,34,151,15-19 years,Spain
253,7,Women,Horta-Guinardó,el Guinardó,35,670,15-19 years,Spain
254,7,Women,Horta-Guinardó,la Font d'en Fargues,36,238,15-19 years,Spain
255,7,Women,Horta-Guinardó,el Carmel,37,577,15-19 years,Spain
256,7,Women,Horta-Guinardó,la Teixonera,38,208,15-19 years,Spain
257,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,143,15-19 years,Spain
258,7,Women,Horta-Guinardó,Montbau,40,92,15-19 years,Spain
259,7,Women,Horta-Guinardó,la Vall d'Hebron,41,118,15-19 years,Spain
260,7,Women,Horta-Guinardó,la Clota,42,7,15-19 years,Spain
261,7,Women,Horta-Guinardó,Horta,43,498,15-19 years,Spain
262,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,484,15-19 years,Spain
263,8,Women,Nou Barris,Porta,45,418,15-19 years,Spain
264,8,Women,Nou Barris,el Turó de la Peira,46,298,15-19 years,Spain
265,8,Women,Nou Barris,Can Peguera,47,38,15-19 years,Spain
266,8,Women,Nou Barris,la Guineueta,48,293,15-19 years,Spain
267,8,Women,Nou Barris,Canyelles,49,127,15-19 years,Spain
268,8,Women,Nou Barris,les Roquetes,50,293,15-19 years,Spain
269,8,Women,Nou Barris,Verdun,51,219,15-19 years,Spain
270,8,Women,Nou Barris,la Prosperitat,52,493,15-19 years,Spain
271,8,Women,Nou Barris,la Trinitat Nova,53,136,15-19 years,Spain
272,8,Women,Nou Barris,Torre Baró,54,66,15-19 years,Spain
273,8,Women,Nou Barris,Ciutat Meridiana,55,194,15-19 years,Spain
274,8,Women,Nou Barris,Vallbona,56,35,15-19 years,Spain
275,9,Women,Sant Andreu,la Trinitat Vella,57,171,15-19 years,Spain
276,9,Women,Sant Andreu,Baró de Viver,58,62,15-19 years,Spain
277,9,Women,Sant Andreu,el Bon Pastor,59,288,15-19 years,Spain
278,9,Women,Sant Andreu,Sant Andreu,60,1155,15-19 years,Spain
279,9,Women,Sant Andreu,la Sagrera,61,466,15-19 years,Spain
280,9,Women,Sant Andreu,el Congrés i els Indians,62,266,15-19 years,Spain
281,9,Women,Sant Andreu,Navas,63,394,15-19 years,Spain
282,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,575,15-19 years,Spain
283,10,Women,Sant Martí,el Clot,65,495,15-19 years,Spain
284,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,238,15-19 years,Spain
285,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,270,15-19 years,Spain
286,10,Women,Sant Martí,el Poblenou,68,660,15-19 years,Spain
287,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,277,15-19 years,Spain
288,10,Women,Sant Martí,el Besòs i el Maresme,70,414,15-19 years,Spain
289,10,Women,Sant Martí,Provençals del Poblenou,71,390,15-19 years,Spain
290,10,Women,Sant Martí,Sant Martí de Provençals,72,473,15-19 years,Spain
291,10,Women,Sant Martí,la Verneda i la Pau,73,530,15-19 years,Spain
292,1,Women,Ciutat Vella,el Raval,1,536,20-24 years,Spain
293,1,Women,Ciutat Vella,el Barri Gòtic,2,182,20-24 years,Spain
294,1,Women,Ciutat Vella,la Barceloneta,3,222,20-24 years,Spain
295,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,251,20-24 years,Spain
296,2,Women,Eixample,el Fort Pienc,5,512,20-24 years,Spain
297,2,Women,Eixample,la Sagrada Família,6,839,20-24 years,Spain
298,2,Women,Eixample,la Dreta de l'Eixample,7,749,20-24 years,Spain
299,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,673,20-24 years,Spain
300,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,971,20-24 years,Spain
301,2,Women,Eixample,Sant Antoni,10,614,20-24 years,Spain
302,3,Women,Sants-Montjuïc,el Poble Sec,11,528,20-24 years,Spain
303,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,24,20-24 years,Spain
304,3,Women,Sants-Montjuïc,la Marina de Port,13,649,20-24 years,Spain
305,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,173,20-24 years,Spain
306,3,Women,Sants-Montjuïc,Hostafrancs,15,214,20-24 years,Spain
307,3,Women,Sants-Montjuïc,la Bordeta,16,290,20-24 years,Spain
308,3,Women,Sants-Montjuïc,Sants - Badal,17,405,20-24 years,Spain
309,3,Women,Sants-Montjuïc,Sants,18,661,20-24 years,Spain
310,4,Women,Les Corts,les Corts,19,787,20-24 years,Spain
311,4,Women,Les Corts,la Maternitat i Sant Ramon,20,429,20-24 years,Spain
312,4,Women,Les Corts,Pedralbes,21,261,20-24 years,Spain
313,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,117,20-24 years,Spain
314,5,Women,Sarrià-Sant Gervasi,Sarrià,23,556,20-24 years,Spain
315,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,450,20-24 years,Spain
316,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,628,20-24 years,Spain
317,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,1199,20-24 years,Spain
318,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,674,20-24 years,Spain
319,6,Women,Gràcia,Vallcarca i els Penitents,28,278,20-24 years,Spain
320,6,Women,Gràcia,el Coll,29,133,20-24 years,Spain
321,6,Women,Gràcia,la Salut,30,223,20-24 years,Spain
322,6,Women,Gràcia,la Vila de Gràcia,31,718,20-24 years,Spain
323,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,586,20-24 years,Spain
324,7,Women,Horta-Guinardó,el Baix Guinardó,33,405,20-24 years,Spain
325,7,Women,Horta-Guinardó,Can Baró,34,151,20-24 years,Spain
326,7,Women,Horta-Guinardó,el Guinardó,35,651,20-24 years,Spain
327,7,Women,Horta-Guinardó,la Font d'en Fargues,36,184,20-24 years,Spain
328,7,Women,Horta-Guinardó,el Carmel,37,589,20-24 years,Spain
329,7,Women,Horta-Guinardó,la Teixonera,38,227,20-24 years,Spain
330,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,140,20-24 years,Spain
331,7,Women,Horta-Guinardó,Montbau,40,114,20-24 years,Spain
332,7,Women,Horta-Guinardó,la Vall d'Hebron,41,123,20-24 years,Spain
333,7,Women,Horta-Guinardó,la Clota,42,14,20-24 years,Spain
334,7,Women,Horta-Guinardó,Horta,43,474,20-24 years,Spain
335,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,473,20-24 years,Spain
336,8,Women,Nou Barris,Porta,45,395,20-24 years,Spain
337,8,Women,Nou Barris,el Turó de la Peira,46,263,20-24 years,Spain
338,8,Women,Nou Barris,Can Peguera,47,46,20-24 years,Spain
339,8,Women,Nou Barris,la Guineueta,48,275,20-24 years,Spain
340,8,Women,Nou Barris,Canyelles,49,133,20-24 years,Spain
341,8,Women,Nou Barris,les Roquetes,50,310,20-24 years,Spain
342,8,Women,Nou Barris,Verdun,51,203,20-24 years,Spain
343,8,Women,Nou Barris,la Prosperitat,52,448,20-24 years,Spain
344,8,Women,Nou Barris,la Trinitat Nova,53,141,20-24 years,Spain
345,8,Women,Nou Barris,Torre Baró,54,66,20-24 years,Spain
346,8,Women,Nou Barris,Ciutat Meridiana,55,200,20-24 years,Spain
347,8,Women,Nou Barris,Vallbona,56,25,20-24 years,Spain
348,9,Women,Sant Andreu,la Trinitat Vella,57,183,20-24 years,Spain
349,9,Women,Sant Andreu,Baró de Viver,58,50,20-24 years,Spain
350,9,Women,Sant Andreu,el Bon Pastor,59,228,20-24 years,Spain
351,9,Women,Sant Andreu,Sant Andreu,60,986,20-24 years,Spain
352,9,Women,Sant Andreu,la Sagrera,61,464,20-24 years,Spain
353,9,Women,Sant Andreu,el Congrés i els Indians,62,280,20-24 years,Spain
354,9,Women,Sant Andreu,Navas,63,417,20-24 years,Spain
355,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,601,20-24 years,Spain
356,10,Women,Sant Martí,el Clot,65,498,20-24 years,Spain
357,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,217,20-24 years,Spain
358,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,282,20-24 years,Spain
359,10,Women,Sant Martí,el Poblenou,68,498,20-24 years,Spain
360,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,168,20-24 years,Spain
361,10,Women,Sant Martí,el Besòs i el Maresme,70,390,20-24 years,Spain
362,10,Women,Sant Martí,Provençals del Poblenou,71,363,20-24 years,Spain
363,10,Women,Sant Martí,Sant Martí de Provençals,72,446,20-24 years,Spain
364,10,Women,Sant Martí,la Verneda i la Pau,73,471,20-24 years,Spain
365,1,Women,Ciutat Vella,el Raval,1,631,25-29 years,Spain
366,1,Women,Ciutat Vella,el Barri Gòtic,2,278,25-29 years,Spain
367,1,Women,Ciutat Vella,la Barceloneta,3,281,25-29 years,Spain
368,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,385,25-29 years,Spain
369,2,Women,Eixample,el Fort Pienc,5,615,25-29 years,Spain
370,2,Women,Eixample,la Sagrada Família,6,1097,25-29 years,Spain
371,2,Women,Eixample,la Dreta de l'Eixample,7,868,25-29 years,Spain
372,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,980,25-29 years,Spain
373,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,1371,25-29 years,Spain
374,2,Women,Eixample,Sant Antoni,10,689,25-29 years,Spain
375,3,Women,Sants-Montjuïc,el Poble Sec,11,666,25-29 years,Spain
376,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,33,25-29 years,Spain
377,3,Women,Sants-Montjuïc,la Marina de Port,13,644,25-29 years,Spain
378,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,208,25-29 years,Spain
379,3,Women,Sants-Montjuïc,Hostafrancs,15,346,25-29 years,Spain
380,3,Women,Sants-Montjuïc,la Bordeta,16,409,25-29 years,Spain
381,3,Women,Sants-Montjuïc,Sants - Badal,17,556,25-29 years,Spain
382,3,Women,Sants-Montjuïc,Sants,18,893,25-29 years,Spain
383,4,Women,Les Corts,les Corts,19,1046,25-29 years,Spain
384,4,Women,Les Corts,la Maternitat i Sant Ramon,20,500,25-29 years,Spain
385,4,Women,Les Corts,Pedralbes,21,211,25-29 years,Spain
386,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,87,25-29 years,Spain
387,5,Women,Sarrià-Sant Gervasi,Sarrià,23,521,25-29 years,Spain
388,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,394,25-29 years,Spain
389,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,601,25-29 years,Spain
390,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,1112,25-29 years,Spain
391,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,718,25-29 years,Spain
392,6,Women,Gràcia,Vallcarca i els Penitents,28,298,25-29 years,Spain
393,6,Women,Gràcia,el Coll,29,167,25-29 years,Spain
394,6,Women,Gràcia,la Salut,30,278,25-29 years,Spain
395,6,Women,Gràcia,la Vila de Gràcia,31,1144,25-29 years,Spain
396,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,790,25-29 years,Spain
397,7,Women,Horta-Guinardó,el Baix Guinardó,33,521,25-29 years,Spain
398,7,Women,Horta-Guinardó,Can Baró,34,188,25-29 years,Spain
399,7,Women,Horta-Guinardó,el Guinardó,35,753,25-29 years,Spain
400,7,Women,Horta-Guinardó,la Font d'en Fargues,36,153,25-29 years,Spain
401,7,Women,Horta-Guinardó,el Carmel,37,610,25-29 years,Spain
402,7,Women,Horta-Guinardó,la Teixonera,38,214,25-29 years,Spain
403,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,149,25-29 years,Spain
404,7,Women,Horta-Guinardó,Montbau,40,97,25-29 years,Spain
405,8,Women,Nou Barris,Canyelles,49,137,30-34 years,Spain
406,7,Women,Horta-Guinardó,la Vall d'Hebron,41,103,25-29 years,Spain
407,7,Women,Horta-Guinardó,la Clota,42,7,25-29 years,Spain
408,7,Women,Horta-Guinardó,Horta,43,533,25-29 years,Spain
409,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,496,25-29 years,Spain
410,8,Women,Nou Barris,Porta,45,440,25-29 years,Spain
411,8,Women,Nou Barris,el Turó de la Peira,46,313,25-29 years,Spain
412,8,Women,Nou Barris,Can Peguera,47,50,25-29 years,Spain
413,8,Women,Nou Barris,la Guineueta,48,255,25-29 years,Spain
414,8,Women,Nou Barris,Canyelles,49,137,25-29 years,Spain
415,8,Women,Nou Barris,les Roquetes,50,302,25-29 years,Spain
416,8,Women,Nou Barris,Verdun,51,222,25-29 years,Spain
417,8,Women,Nou Barris,la Prosperitat,52,521,25-29 years,Spain
418,8,Women,Nou Barris,la Trinitat Nova,53,142,25-29 years,Spain
419,8,Women,Nou Barris,Torre Baró,54,63,25-29 years,Spain
420,8,Women,Nou Barris,Ciutat Meridiana,55,178,25-29 years,Spain
421,8,Women,Nou Barris,Vallbona,56,20,25-29 years,Spain
422,9,Women,Sant Andreu,la Trinitat Vella,57,161,25-29 years,Spain
