,District_Code,Sex,District,Neighborhood,Neighborhood_Code,Population,Nationality
3111,7,Women,Horta-Guinardó,la Font d'en Fargues,36,0,Pakistan
3112,7,Women,Horta-Guinardó,el Carmel,37,109,Pakistan
3113,7,Women,Horta-Guinardó,la Teixonera,38,26,Pakistan
3114,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,16,Pakistan
3115,7,Women,Horta-Guinardó,Montbau,40,2,Pakistan
3116,7,Women,Horta-Guinardó,la Vall d'Hebron,41,0,Pakistan
3117,7,Women,Horta-Guinardó,la Clota,42,4,Pakistan
3118,7,Women,Horta-Guinardó,Horta,43,23,Pakistan
3119,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,58,Pakistan
3120,8,Women,Nou Barris,Porta,45,80,Pakistan
3121,8,Women,Nou Barris,el Turó de la Peira,46,121,Pakistan
3122,8,Women,Nou Barris,Can Peguera,47,2,Pakistan
3123,8,Women,Nou Barris,la Guineueta,48,29,Pakistan
3124,8,Women,Nou Barris,Canyelles,49,5,Pakistan
3125,8,Women,Nou Barris,les Roquetes,50,71,Pakistan
3126,8,Women,Nou Barris,Verdun,51,40,Pakistan
3127,8,Women,Nou Barris,la Prosperitat,52,64,Pakistan
3128,8,Women,Nou Barris,la Trinitat Nova,53,76,Pakistan
3129,8,Women,Nou Barris,Torre Baró,54,12,Pakistan
3130,8,Women,Nou Barris,Ciutat Meridiana,55,195,Pakistan
3131,8,Women,Nou Barris,Vallbona,56,22,Pakistan
3132,9,Women,Sant Andreu,la Trinitat Vella,57,306,Pakistan
3133,9,Women,Sant Andreu,Baró de Viver,58,10,Pakistan
3134,9,Women,Sant Andreu,el Bon Pastor,59,70,Pakistan
3135,9,Women,Sant Andreu,Sant Andreu,60,85,Pakistan
3136,9,Women,Sant Andreu,la Sagrera,61,27,Pakistan
3137,9,Women,Sant Andreu,el Congrés i els Indians,62,6,Pakistan
3138,9,Women,Sant Andreu,Navas,63,22,Pakistan
3139,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,63,Pakistan
3140,10,Women,Sant Martí,el Clot,65,47,Pakistan
3141,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,25,Pakistan
3142,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,6,Pakistan
3143,10,Women,Sant Martí,el Poblenou,68,122,Pakistan
3144,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,14,Pakistan
3145,10,Women,Sant Martí,el Besòs i el Maresme,70,737,Pakistan
3146,10,Women,Sant Martí,Provençals del Poblenou,71,65,Pakistan
3147,8,Women,Nou Barris,Vallbona,56,0,Iran
3148,10,Women,Sant Martí,Sant Martí de Provençals,72,42,Pakistan
3149,10,Women,Sant Martí,la Verneda i la Pau,73,75,Pakistan
3150,1,Women,Ciutat Vella,el Raval,1,181,China
3151,1,Women,Ciutat Vella,el Barri Gòtic,2,70,China
3152,1,Women,Ciutat Vella,la Barceloneta,3,31,China
3153,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,160,China
3154,2,Women,Eixample,el Fort Pienc,5,682,China
3155,2,Women,Eixample,la Sagrada Família,6,663,China
3156,2,Women,Eixample,la Dreta de l'Eixample,7,377,China
3157,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,378,China
3158,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,695,China
3159,2,Women,Eixample,Sant Antoni,10,458,China
3160,3,Women,Sants-Montjuïc,el Poble Sec,11,271,China
3161,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,18,China
3162,3,Women,Sants-Montjuïc,la Marina de Port,13,440,China
3163,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,92,China
3164,3,Women,Sants-Montjuïc,Hostafrancs,15,157,China
3165,3,Women,Sants-Montjuïc,la Bordeta,16,179,China
3166,3,Women,Sants-Montjuïc,Sants - Badal,17,228,China
3167,3,Women,Sants-Montjuïc,Sants,18,288,China
3168,4,Women,Les Corts,les Corts,19,325,China
3169,4,Women,Les Corts,la Maternitat i Sant Ramon,20,128,China
3170,4,Women,Les Corts,Pedralbes,21,48,China
3171,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,4,China
3172,5,Women,Sarrià-Sant Gervasi,Sarrià,23,64,China
3173,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,32,China
3174,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,93,China
3175,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,146,China
3176,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,107,China
3177,6,Women,Gràcia,Vallcarca i els Penitents,28,53,China
3178,6,Women,Gràcia,el Coll,29,13,China
3179,6,Women,Gràcia,la Salut,30,58,China
3180,6,Women,Gràcia,la Vila de Gràcia,31,228,China
3181,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,200,China
3182,7,Women,Horta-Guinardó,el Baix Guinardó,33,144,China
3183,7,Women,Horta-Guinardó,Can Baró,34,48,China
3184,7,Women,Horta-Guinardó,el Guinardó,35,147,China
3185,7,Women,Horta-Guinardó,la Font d'en Fargues,36,13,China
3186,7,Women,Horta-Guinardó,el Carmel,37,94,China
3187,7,Women,Horta-Guinardó,la Teixonera,38,36,China
3188,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,13,China
3189,7,Women,Horta-Guinardó,Montbau,40,12,China
3190,7,Women,Horta-Guinardó,la Vall d'Hebron,41,19,China
3191,7,Women,Horta-Guinardó,la Clota,42,0,China
3192,7,Women,Horta-Guinardó,Horta,43,71,China
3193,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,218,China
3194,8,Women,Nou Barris,Porta,45,170,China
3195,8,Women,Nou Barris,el Turó de la Peira,46,71,China
3196,8,Women,Nou Barris,Can Peguera,47,3,China
3197,8,Women,Nou Barris,la Guineueta,48,52,China
3198,8,Women,Nou Barris,Canyelles,49,9,China
3199,8,Women,Nou Barris,les Roquetes,50,64,China
3200,8,Women,Nou Barris,Verdun,51,75,China
3201,8,Women,Nou Barris,la Prosperitat,52,184,China
3202,8,Women,Nou Barris,la Trinitat Nova,53,34,China
3203,8,Women,Nou Barris,Torre Baró,54,6,China
3204,8,Women,Nou Barris,Ciutat Meridiana,55,43,China
3205,8,Women,Nou Barris,Vallbona,56,6,China
3206,9,Women,Sant Andreu,la Trinitat Vella,57,25,China
3207,9,Women,Sant Andreu,Baró de Viver,58,14,China
3208,9,Women,Sant Andreu,el Bon Pastor,59,73,China
3209,9,Women,Sant Andreu,Sant Andreu,60,258,China
3210,9,Women,Sant Andreu,la Sagrera,61,284,China
3211,9,Women,Sant Andreu,el Congrés i els Indians,62,137,China
3212,9,Women,Sant Andreu,Navas,63,319,China
3213,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,406,China
3214,10,Women,Sant Martí,el Clot,65,277,China
3215,9,Women,Sant Andreu,Baró de Viver,58,1,Philippines
3216,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,173,China
3217,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,32,China
3218,10,Women,Sant Martí,el Poblenou,68,214,China
3219,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,89,China
3220,10,Women,Sant Martí,el Besòs i el Maresme,70,235,China
3221,10,Women,Sant Martí,Provençals del Poblenou,71,129,China
3222,10,Women,Sant Martí,Sant Martí de Provençals,72,429,China
3223,10,Women,Sant Martí,la Verneda i la Pau,73,386,China
3224,1,Women,Ciutat Vella,el Raval,1,2264,Philippines
3225,1,Women,Ciutat Vella,el Barri Gòtic,2,206,Philippines
3226,1,Women,Ciutat Vella,la Barceloneta,3,16,Philippines
3227,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,142,Philippines
3228,2,Women,Eixample,el Fort Pienc,5,35,Philippines
3229,2,Women,Eixample,la Sagrada Família,6,59,Philippines
3230,2,Women,Eixample,la Dreta de l'Eixample,7,44,Philippines
3231,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,189,Philippines
3232,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,230,Philippines
3233,2,Women,Eixample,Sant Antoni,10,465,Philippines
3234,3,Women,Sants-Montjuïc,el Poble Sec,11,603,Philippines
3235,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,0,Philippines
3236,3,Women,Sants-Montjuïc,la Marina de Port,13,246,Philippines
3237,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,20,Philippines
3238,3,Women,Sants-Montjuïc,Hostafrancs,15,59,Philippines
3239,3,Women,Sants-Montjuïc,la Bordeta,16,36,Philippines
3240,3,Women,Sants-Montjuïc,Sants - Badal,17,66,Philippines
3241,3,Women,Sants-Montjuïc,Sants,18,71,Philippines
3242,4,Women,Les Corts,les Corts,19,24,Philippines
3243,4,Women,Les Corts,la Maternitat i Sant Ramon,20,16,Philippines
3244,4,Women,Les Corts,Pedralbes,21,27,Philippines
3245,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,3,Philippines
3246,5,Women,Sarrià-Sant Gervasi,Sarrià,23,35,Philippines
3247,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,35,Philippines
3248,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,39,Philippines
3249,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,92,Philippines
3250,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,41,Philippines
3251,6,Women,Gràcia,Vallcarca i els Penitents,28,13,Philippines
3252,6,Women,Gràcia,el Coll,29,5,Philippines
3253,6,Women,Gràcia,la Salut,30,7,Philippines
3254,6,Women,Gràcia,la Vila de Gràcia,31,39,Philippines
3255,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,18,Philippines
3256,7,Women,Horta-Guinardó,el Baix Guinardó,33,9,Philippines
3257,7,Women,Horta-Guinardó,Can Baró,34,2,Philippines
3258,7,Women,Horta-Guinardó,el Guinardó,35,19,Philippines
3259,7,Women,Horta-Guinardó,la Font d'en Fargues,36,4,Philippines
3260,7,Women,Horta-Guinardó,el Carmel,37,19,Philippines
3261,7,Women,Horta-Guinardó,la Teixonera,38,10,Philippines
3262,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,2,Philippines
3263,7,Women,Horta-Guinardó,Montbau,40,0,Philippines
3264,7,Women,Horta-Guinardó,la Vall d'Hebron,41,0,Philippines
3265,7,Women,Horta-Guinardó,la Clota,42,0,Philippines
3266,7,Women,Horta-Guinardó,Horta,43,60,Philippines
3267,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,14,Philippines
3268,8,Women,Nou Barris,Porta,45,12,Philippines
3269,8,Women,Nou Barris,el Turó de la Peira,46,2,Philippines
3270,8,Women,Nou Barris,Can Peguera,47,2,Philippines
3271,8,Women,Nou Barris,la Guineueta,48,5,Philippines
3272,8,Women,Nou Barris,Canyelles,49,2,Philippines
3273,8,Women,Nou Barris,les Roquetes,50,5,Philippines
3274,8,Women,Nou Barris,Verdun,51,42,Philippines
3275,8,Women,Nou Barris,la Prosperitat,52,17,Philippines
3276,8,Women,Nou Barris,la Trinitat Nova,53,2,Philippines
3277,8,Women,Nou Barris,Torre Baró,54,0,Philippines
3278,8,Women,Nou Barris,Ciutat Meridiana,55,6,Philippines
3279,8,Women,Nou Barris,Vallbona,56,0,Philippines
3280,9,Women,Sant Andreu,la Trinitat Vella,57,9,Philippines
3281,9,Women,Sant Andreu,el Bon Pastor,59,7,Philippines
3282,9,Women,Sant Andreu,Sant Andreu,60,8,Philippines
3283,9,Women,Sant Andreu,la Sagrera,61,13,Philippines
3284,9,Women,Sant Andreu,el Congrés i els Indians,62,2,Philippines
3285,9,Women,Sant Andreu,Navas,63,15,Philippines
3286,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,33,Philippines
3287,10,Women,Sant Martí,el Clot,65,12,Philippines
3288,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,18,Philippines
3289,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,3,Philippines
3290,10,Women,Sant Martí,el Poblenou,68,14,Philippines
3291,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,7,Philippines
3292,10,Women,Sant Martí,el Besòs i el Maresme,70,8,Philippines
3293,10,Women,Sant Martí,Provençals del Poblenou,71,4,Philippines
3294,10,Women,Sant Martí,Sant Martí de Provençals,72,31,Philippines
3295,10,Women,Sant Martí,la Verneda i la Pau,73,13,Philippines
3296,1,Women,Ciutat Vella,el Raval,1,369,India
3297,1,Women,Ciutat Vella,el Barri Gòtic,2,130,India
3298,1,Women,Ciutat Vella,la Barceloneta,3,27,India
3299,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,34,India
3300,2,Women,Eixample,el Fort Pienc,5,26,India
3301,2,Women,Eixample,la Sagrada Família,6,62,India
3302,2,Women,Eixample,la Dreta de l'Eixample,7,27,India
3303,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,41,India
3304,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,48,India
3305,2,Women,Eixample,Sant Antoni,10,71,India
3306,3,Women,Sants-Montjuïc,el Poble Sec,11,312,India
3307,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,0,India
3308,3,Women,Sants-Montjuïc,la Marina de Port,13,52,India
3309,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,29,India
3310,3,Women,Sants-Montjuïc,Hostafrancs,15,47,India
3311,3,Women,Sants-Montjuïc,la Bordeta,16,41,India
3312,3,Women,Sants-Montjuïc,Sants - Badal,17,40,India
3313,6,Men,Gràcia,el Coll,29,4,Japan
3314,4,Women,Les Corts,la Maternitat i Sant Ramon,20,21,India
3315,4,Women,Les Corts,Pedralbes,21,7,India
3316,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,0,India
3317,5,Women,Sarrià-Sant Gervasi,Sarrià,23,9,India
3318,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,7,India
3319,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,6,India
3320,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,28,India
3321,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,18,India
3322,6,Women,Gràcia,Vallcarca i els Penitents,28,36,India
3323,6,Women,Gràcia,el Coll,29,14,India
3324,6,Women,Gràcia,la Salut,30,17,India
3325,6,Women,Gràcia,la Vila de Gràcia,31,77,India
3326,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,42,India
3327,7,Women,Horta-Guinardó,el Baix Guinardó,33,24,India
3328,7,Women,Horta-Guinardó,Can Baró,34,7,India
3329,7,Women,Horta-Guinardó,el Guinardó,35,16,India
3330,7,Women,Horta-Guinardó,la Font d'en Fargues,36,0,India
3331,7,Women,Horta-Guinardó,el Carmel,37,25,India
3332,7,Women,Horta-Guinardó,la Teixonera,38,35,India
3333,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,1,India
3334,7,Women,Horta-Guinardó,Montbau,40,4,India
3335,7,Women,Horta-Guinardó,la Vall d'Hebron,41,2,India
3336,7,Women,Horta-Guinardó,la Clota,42,0,India
3337,7,Women,Horta-Guinardó,Horta,43,18,India
3338,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,8,India
3339,8,Women,Nou Barris,Porta,45,51,India
3340,8,Women,Nou Barris,el Turó de la Peira,46,20,India
3341,8,Women,Nou Barris,Can Peguera,47,4,India
3342,8,Women,Nou Barris,la Guineueta,48,2,India
3343,8,Women,Nou Barris,Canyelles,49,0,India
3344,8,Women,Nou Barris,les Roquetes,50,44,India
3345,8,Women,Nou Barris,Verdun,51,29,India
3346,8,Women,Nou Barris,la Prosperitat,52,49,India
3347,8,Women,Nou Barris,la Trinitat Nova,53,24,India
3348,8,Women,Nou Barris,Torre Baró,54,0,India
3349,8,Women,Nou Barris,Ciutat Meridiana,55,20,India
3350,8,Women,Nou Barris,Vallbona,56,2,India
3351,9,Women,Sant Andreu,la Trinitat Vella,57,29,India
3352,9,Women,Sant Andreu,Baró de Viver,58,3,India
3353,9,Women,Sant Andreu,el Bon Pastor,59,15,India
3354,9,Women,Sant Andreu,Sant Andreu,60,19,India
3355,9,Women,Sant Andreu,la Sagrera,61,23,India
3356,9,Women,Sant Andreu,el Congrés i els Indians,62,7,India
3357,9,Women,Sant Andreu,Navas,63,8,India
3358,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,35,India
3359,10,Women,Sant Martí,el Clot,65,10,India
3360,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,8,India
3361,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,7,India
3362,10,Women,Sant Martí,el Poblenou,68,16,India
3363,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,15,India
3364,10,Women,Sant Martí,el Besòs i el Maresme,70,95,India
3365,10,Women,Sant Martí,Provençals del Poblenou,71,25,India
3366,10,Women,Sant Martí,Sant Martí de Provençals,72,11,India
3367,10,Women,Sant Martí,la Verneda i la Pau,73,28,India
3368,1,Women,Ciutat Vella,el Raval,1,1011,Bangladesh
3369,1,Women,Ciutat Vella,el Barri Gòtic,2,75,Bangladesh
3370,1,Women,Ciutat Vella,la Barceloneta,3,2,Bangladesh
3371,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,21,Bangladesh
3372,2,Women,Eixample,el Fort Pienc,5,13,Bangladesh
3373,2,Women,Eixample,la Sagrada Família,6,21,Bangladesh
3374,2,Women,Eixample,la Dreta de l'Eixample,7,8,Bangladesh
3375,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,9,Bangladesh
3376,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,34,Bangladesh
3377,2,Women,Eixample,Sant Antoni,10,81,Bangladesh
3378,3,Women,Sants-Montjuïc,el Poble Sec,11,103,Bangladesh
3379,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,0,Bangladesh
3380,3,Women,Sants-Montjuïc,la Marina de Port,13,23,Bangladesh
3381,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,1,Bangladesh
3382,3,Women,Sants-Montjuïc,Hostafrancs,15,5,Bangladesh
3383,3,Women,Sants-Montjuïc,la Bordeta,16,0,Bangladesh
3384,3,Women,Sants-Montjuïc,Sants - Badal,17,13,Bangladesh
3385,3,Women,Sants-Montjuïc,Sants,18,26,Bangladesh
3386,4,Women,Les Corts,les Corts,19,4,Bangladesh
3387,4,Women,Les Corts,la Maternitat i Sant Ramon,20,0,Bangladesh
3388,4,Women,Les Corts,Pedralbes,21,0,Bangladesh
3389,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,0,Bangladesh
3390,5,Women,Sarrià-Sant Gervasi,Sarrià,23,0,Bangladesh
3391,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,0,Bangladesh
3392,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,3,Bangladesh
3393,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,1,Bangladesh
3394,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,0,Bangladesh
3395,6,Women,Gràcia,Vallcarca i els Penitents,28,1,Bangladesh
3396,6,Women,Gràcia,el Coll,29,2,Bangladesh
3397,6,Women,Gràcia,la Salut,30,3,Bangladesh
3398,6,Women,Gràcia,la Vila de Gràcia,31,22,Bangladesh
3399,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,9,Bangladesh
3400,7,Women,Horta-Guinardó,el Baix Guinardó,33,2,Bangladesh
3401,7,Women,Horta-Guinardó,Can Baró,34,2,Bangladesh
3402,7,Women,Horta-Guinardó,el Guinardó,35,1,Bangladesh
3403,7,Women,Horta-Guinardó,la Font d'en Fargues,36,0,Bangladesh
3404,7,Women,Horta-Guinardó,el Carmel,37,5,Bangladesh
3405,7,Women,Horta-Guinardó,la Teixonera,38,2,Bangladesh
3406,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,0,Bangladesh
3407,7,Women,Horta-Guinardó,Montbau,40,0,Bangladesh
3408,7,Women,Horta-Guinardó,la Vall d'Hebron,41,0,Bangladesh
3409,7,Women,Horta-Guinardó,la Clota,42,0,Bangladesh
3410,7,Women,Horta-Guinardó,Horta,43,3,Bangladesh
3411,2,Women,Eixample,el Fort Pienc,5,42,Georgia
3412,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,2,Bangladesh
3413,8,Women,Nou Barris,Porta,45,0,Bangladesh
3414,8,Women,Nou Barris,el Turó de la Peira,46,3,Bangladesh
3415,8,Women,Nou Barris,Can Peguera,47,0,Bangladesh
3416,8,Women,Nou Barris,la Guineueta,48,0,Bangladesh
3417,8,Women,Nou Barris,Canyelles,49,1,Bangladesh
3418,8,Women,Nou Barris,les Roquetes,50,5,Bangladesh
3419,8,Women,Nou Barris,Verdun,51,0,Bangladesh
3420,8,Women,Nou Barris,la Prosperitat,52,13,Bangladesh
3421,8,Women,Nou Barris,la Trinitat Nova,53,0,Bangladesh
3422,8,Women,Nou Barris,Torre Baró,54,3,Bangladesh
3423,8,Women,Nou Barris,Ciutat Meridiana,55,2,Bangladesh
3424,8,Women,Nou Barris,Vallbona,56,0,Bangladesh
3425,9,Women,Sant Andreu,la Trinitat Vella,57,8,Bangladesh
3426,9,Women,Sant Andreu,Baró de Viver,58,0,Bangladesh
3427,9,Women,Sant Andreu,el Bon Pastor,59,10,Bangladesh
3428,9,Women,Sant Andreu,Sant Andreu,60,3,Bangladesh
3429,9,Women,Sant Andreu,la Sagrera,61,1,Bangladesh
3430,9,Women,Sant Andreu,el Congrés i els Indians,62,6,Bangladesh
3431,9,Women,Sant Andreu,Navas,63,2,Bangladesh
3432,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,11,Bangladesh
3433,10,Women,Sant Martí,el Clot,65,4,Bangladesh
3434,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,3,Bangladesh
3435,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,1,Bangladesh
3436,10,Women,Sant Martí,el Poblenou,68,5,Bangladesh
3437,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,0,Bangladesh
3438,10,Women,Sant Martí,el Besòs i el Maresme,70,23,Bangladesh
3439,10,Women,Sant Martí,Provençals del Poblenou,71,1,Bangladesh
3440,10,Women,Sant Martí,Sant Martí de Provençals,72,0,Bangladesh
3441,10,Women,Sant Martí,la Verneda i la Pau,73,8,Bangladesh
3442,1,Women,Ciutat Vella,el Raval,1,67,Georgia
3443,1,Women,Ciutat Vella,el Barri Gòtic,2,35,Georgia
3444,1,Women,Ciutat Vella,la Barceloneta,3,9,Georgia
3445,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,47,Georgia
3446,2,Women,Eixample,la Sagrada Família,6,65,Georgia
3447,2,Women,Eixample,la Dreta de l'Eixample,7,12,Georgia
3448,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,25,Georgia
3449,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,30,Georgia
3450,2,Women,Eixample,Sant Antoni,10,30,Georgia
3451,3,Women,Sants-Montjuïc,el Poble Sec,11,24,Georgia
3452,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,3,Georgia
3453,3,Women,Sants-Montjuïc,la Marina de Port,13,23,Georgia
3454,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,14,Georgia
3455,3,Women,Sants-Montjuïc,Hostafrancs,15,20,Georgia
3456,3,Women,Sants-Montjuïc,la Bordeta,16,16,Georgia
3457,3,Women,Sants-Montjuïc,Sants - Badal,17,37,Georgia
3458,3,Women,Sants-Montjuïc,Sants,18,55,Georgia
3459,4,Women,Les Corts,les Corts,19,32,Georgia
3460,4,Women,Les Corts,la Maternitat i Sant Ramon,20,16,Georgia
3461,4,Women,Les Corts,Pedralbes,21,7,Georgia
3462,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,5,Georgia
3463,5,Women,Sarrià-Sant Gervasi,Sarrià,23,12,Georgia
3464,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,4,Georgia
3465,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,8,Georgia
3466,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,25,Georgia
3467,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,12,Georgia
3468,6,Women,Gràcia,Vallcarca i els Penitents,28,14,Georgia
3469,6,Women,Gràcia,el Coll,29,7,Georgia
3470,6,Women,Gràcia,la Salut,30,8,Georgia
3471,6,Women,Gràcia,la Vila de Gràcia,31,14,Georgia
3472,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,28,Georgia
3473,7,Women,Horta-Guinardó,el Baix Guinardó,33,29,Georgia
3474,7,Women,Horta-Guinardó,Can Baró,34,4,Georgia
3475,7,Women,Horta-Guinardó,el Guinardó,35,59,Georgia
3476,7,Women,Horta-Guinardó,la Font d'en Fargues,36,16,Georgia
3477,7,Women,Horta-Guinardó,el Carmel,37,74,Georgia
